ncbi	display_name	scientific_name	id	version	datasources
1538716	Pristionchus fissidentatus	Pristionchus fissidentatus (PRJEB27334)	prfissprjeb27334	Pristionchus fissidentatus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	
1195657	Pristionchus japonicus	Pristionchus japonicus (PRJEB27334)	prjapoprjeb27334	Pristionchus japonicus genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	
1317128	Pristionchus maxplancki	Pristionchus maxplancki (PRJEB27334)	prmaxpprjeb27334	Prisstionchus maxplancki genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	
1317129	Pristionchus mayeri	Pristionchus mayeri (PRJEB27334)	prmayeprjeb27334	Pristionchus mayeri genome (2021-01-WormBase)	GO:MF, GO:CC, GO:BP	
54126	Pristionchus pacificus	Pristionchus pacificus (PRJNA12644)	ppacificus	El_Paco	GO:MF, GO:CC, GO:BP	
54126	Pristionchus pacificus	Pristionchus pacificus (PRJNA12644) [WS282]	prpaciprjna12644	El_Paco (WS279)	GO:MF, GO:CC, GO:BP	
9813	Procavia capensis	Hyrax	pcapensis	proCap1	GO:MF, GO:CC, GO:BP, HP	
1328070	Prolemur simus	Greater bamboo lemur	psimus	Prosim_1.0	GO:MF, GO:CC, GO:BP, HP	
379532	Propithecus coquereli	Coquerel's sifaka	pcoquereli	Pcoq_1.0	GO:MF, GO:CC, GO:BP, HP	
117903	Protopolystoma xenopodis	Protopolystoma xenopodis (PRJEB1201)	prxenoprjeb1201	P_xenopodis_South_Africa_v1_0_4 (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
42229	Prunus avium	Prunus avium	pavium	PAV_r1.0	GO:MF, GO:CC, GO:BP, KEGG	
3755	Prunus dulcis	Prunus dulcis	pdulcis	ALMONDv2	GO:MF, GO:CC, GO:BP	
3760	Prunus persica	Prunus persica	ppersica	Prunus_persica_NCBIv2	GO:MF, GO:CC, GO:BP, KEGG	
8673	Pseudonaja textilis	Eastern brown snake	ptextilis	EBS10Xv2-PRI	GO:MF, GO:CC, GO:BP, HP	
183589	Pseudo-nitzschia multistriata	Pseudo-nitzschia multistriata	pmultistriata	ASM90066040v1	GO:MF, GO:CC, GO:BP	
132908	Pteropus vampyrus	Megabat	pvampyrus	pteVam1	GO:MF, GO:CC, GO:BP, HP	
1040990	Puccinia graminis f. sp. tritici 04KEN156/4	Puccinia graminis Ug99	pgraminisug99	v1	GO:MF, GO:CC, GO:BP	
418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	Puccinia graminis	pgraminis	ASM14992v1	GO:MF, GO:CC, GO:BP, KEGG	
875184	Puccinia striiformis f. sp. tritici PST-130	Puccinia striiformis f. sp. tritici PST-130 str. Race 130	pstriiformis	PST-130_1.0	GO:MF, GO:CC, GO:BP	
630390	Puccinia triticina 1-1 BBBD Race 1	Puccinia triticina	ptriticina	ASM15152v1	GO:MF, GO:CC, GO:BP	
303518	Pundamilia nyererei	Makobe Island cichlid	pnyererei	PunNye1.0	GO:MF, GO:CC, GO:BP, HP	
42514	Pygocentrus nattereri	Red-bellied piranha	pnattereri	Pygocentrus_nattereri-1.0.2	GO:MF, GO:CC, GO:BP, HP	
861557	Pyrenophora teres f. teres 0-1	Pyrenophora teres	pteres	PyrTer_1.0	GO:MF, GO:CC, GO:BP, KEGG	
426418	Pyrenophora tritici-repentis Pt-1C-BFP	Pyrenophora tritici-repentis Pt-1C-BFP	ptriticirepentis	ASM14998v1	GO:MF, GO:CC, GO:BP	
318829	Pyricularia oryzae	Magnaporthe oryzae	poryzae	GCA900474545v2	GO:MF, GO:CC, GO:BP	
242507	Pyricularia oryzae 70-15	Magnaporthe oryzae	moryzae	MG8	GO:MF, GO:CC, GO:BP, KEGG	
1223555	Pythium aphanidermatum DAOM BR444	Pythium aphanidermatum	paphanidermatum	pag1_scaffolds_v1	GO:MF, GO:CC, GO:BP	
1223556	Pythium arrhenomanes ATCC 12531	Pythium arrhenomanes	parrhenomanes	par_scaffolds_v1	GO:MF, GO:CC, GO:BP	
97700	Quercus lobata	Quercus lobata	qlobata	ValleyOak3.0	GO:MF, GO:CC, GO:BP	
10116	Rattus norvegicus	Rat	rnorvegicus	mRatBN7.2	GO:MF, GO:CC, GO:BP, KEGG, REAC, TF, MIRNA, CORUM, HP, WP	
114890	Rhabditophanes sp. KR3021	Rhabditophanes sp. KR3021 (PRJEB1297)	rhkr30prjeb1297	Rhabditophanes_sp_KR3021 (2015-05-WormBase)	GO:MF, GO:CC, GO:BP	
28610	Rhagoletis pomonella	Rhagoletis pomonella (Grant_MI) - GCA_013731165.1	rpgca013731165v1	Rhpom_1.0	GO:MF, GO:CC, GO:BP	
59479	Rhinolophus ferrumequinum	Greater horseshoe bat	rferrumequinum	mRhiFer1_v1.p	GO:MF, GO:CC, GO:BP, HP	
61621	Rhinopithecus bieti	Black snub-nosed monkey	rbieti	ASM169854v1	GO:MF, GO:CC, GO:BP, KEGG, HP	
61622	Rhinopithecus roxellana	Golden snub-nosed monkey	rroxellana	Rrox_v1	GO:MF, GO:CC, GO:BP, KEGG, HP	
6941	Rhipicephalus microplus	Rhipicephalus microplus (Rmic-2018)	rmgca013339725v1	GCA013339725v1	GO:MF, GO:CC, GO:BP	
34632	Rhipicephalus sanguineus	Rhipicephalus sanguineus (Rsan-2018)	rsgca013339695v1	GCA013339695v1	GO:MF, GO:CC, GO:BP	
13249	Rhodnius prolixus	Rhodnius prolixus	rprolixus	RproC3	GO:MF, GO:CC, GO:BP	
43146	Rhopalosiphum maidis	Rhopalosiphum maidis (BTI-1) - GCA_003676215.3	rmgca003676215v3	GCA003676215v3	GO:MF, GO:CC, GO:BP	
102285	Rodentolepis nana	Hymenolepis nana (PRJEB508)	hynanaprjeb508	H_nana_Japan_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
13658	Romanomermis culicivorax	Romanomermis culicivorax (PRJEB1358)	roculiprjeb1358	nRc.2.0 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
74649	Rosa chinensis	Rosa chinensis	rchinensis	RchiOBHm-V2	GO:MF, GO:CC, GO:BP, KEGG	
559292	Saccharomyces cerevisiae S288C	Saccharomyces cerevisiae	scerevisiae	R64-1-1	GO:MF, GO:CC, GO:BP, KEGG, TF, HP, WP	
62335	Saccharum spontaneum	Saccharum spontaneum	sspontaneum	Sspon.HiC_chr_asm	GO:MF, GO:CC, GO:BP	
10224	Saccoglossus kowalevskii	Saccoglossus kowalevskii (Acorn worm) - GCA_000003605.1	skgca000003605v1	GCA000003605v1	GO:MF, GO:CC, GO:BP	
39432	Saimiri boliviensis boliviensis	Bolivian squirrel monkey	sbboliviensis	SaiBol1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	
8030	Salmo salar	Atlantic salmon	ssalar	Ssal_v3.1	GO:MF, GO:CC, GO:BP, KEGG, HP	
8032	Salmo trutta	Brown trout	strutta	fSalTru1.1	GO:MF, GO:CC, GO:BP, HP	
96440	Salvator merianae	Argentine black and white tegu	smerianae	HLtupMer3	GO:MF, GO:CC, GO:BP, HP	
283035	Sander lucioperca	Pike-perch	slucioperca	SLUC_FBN_1	GO:MF, GO:CC, GO:BP, HP	
9305	Sarcophilus harrisii	Tasmanian devil	sharrisii	mSarHar1.11	GO:MF, GO:CC, GO:BP, KEGG, HP	
52283	Sarcoptes scabiei	Sarcoptes scabiei (SSS_KF_BRIS2020)	sscabiei	GCA014595675v1	GO:MF, GO:CC, GO:BP	
70667	Schistocephalus solidus	Schistocephalus solidus (PRJEB527)	scsoliprjeb527	S_solidus_NST_G2_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
6184	Schistosoma bovis	Schistosoma bovis (PRJNA451066)	scboviprjna451066	ASM395894v1 (2019-05-WormBase)	GO:MF, GO:CC, GO:BP	
6186	Schistosoma curassoni	Schistosoma curassoni (PRJEB519)	sccuraprjeb519	S_curassoni_Dakar_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
6185	Schistosoma haematobium	Schistosoma haematobium (PRJNA78265)	schaemprjna78265	SchHae_2.0 (2020-04-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	
6182	Schistosoma japonicum	Schistosoma japonicum (PRJEA34885)	scjapoprjea34885	ASM15177v1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
6182	Schistosoma japonicum	Schistosoma japonicum (PRJNA520774)	scjapoprjna520774	ASM636876v1 (2020-03-WormBase)	GO:MF, GO:CC, GO:BP	
6183	Schistosoma mansoni	Schistosoma mansoni (PRJEA36577)	scmansprjea36577	SM_V9 (2022-01-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	
6183	Schistosoma mansoni	Schistosoma mansoni (PRJEA36577)	smansoni	Smansoni_v7	GO:MF, GO:CC, GO:BP, KEGG	
48269	Schistosoma margrebowiei	Schistosoma margrebowiei (PRJEB522)	scmargprjeb522	S_margrebowiei_Zambia_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
31246	Schistosoma mattheei	Schistosoma mattheei (PRJEB523)	scmattprjeb523	S_mattheei_Denwood_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
6188	Schistosoma rodhaini	Schistosoma rodhaini (PRJEB526)	scrodhprjeb526	S_rodhaini_Burundi_v1_0_4 (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
653667	Schizosaccharomyces cryophilus OY26	Schizosaccharomyces cryophilus	scryophilus	SCY4	GO:MF, GO:CC, GO:BP	
402676	Schizosaccharomyces japonicus yFS275	Schizosaccharomyces japonicus	sjaponicus	SJ5	GO:MF, GO:CC, GO:BP	
483514	Schizosaccharomyces octosporus yFS286	Schizosaccharomyces octosporus	soctosporus	SO6	GO:MF, GO:CC, GO:BP	
284812	Schizosaccharomyces pombe 972h-	Schizosaccharomyces pombe	spombe	ASM294v2	GO:MF, GO:CC, GO:BP, KEGG	
79327	Schmidtea mediterranea	Schmidtea mediterranea (PRJNA12585)	scmediprjna12585	SmedGD_c1.3 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
79327	Schmidtea mediterranea	Schmidtea mediterranea (PRJNA379262)	scmediprjna379262	ASM260089v1 (2019-05-WormBase)	GO:MF, GO:CC, GO:BP	
55149	Sciurus vulgaris	Eurasian red squirrel	svulgaris	mSciVul1.1	GO:MF, GO:CC, GO:BP, HP	
113540	Scleropages formosus	Asian bonytongue	sformosus	fSclFor1.1	GO:MF, GO:CC, GO:BP, KEGG, HP	
665079	Sclerotinia sclerotiorum 1980 UF-70	Sclerotinia sclerotiorum	ssclerotiorum	ASM14694v1	GO:MF, GO:CC, GO:BP, KEGG	
52904	Scophthalmus maximus	Turbot	smaximus	ASM1334776v1	GO:MF, GO:CC, GO:BP, HP	
4550	Secale cereale	Secale cereale	scereale	Rye_Lo7_2018_v1p1p1	GO:MF, GO:CC, GO:BP	
88036	Selaginella moellendorffii	Selaginella moellendorffii	smoellendorffii	v1.0	GO:MF, GO:CC, GO:BP, KEGG	
9135	Serinus canaria	Common canary	scanaria	SCA1	GO:MF, GO:CC, GO:BP, KEGG, HP	
41447	Seriola dumerili	Greater amberjack	sdumerili	Sdu_1.0	GO:MF, GO:CC, GO:BP, KEGG, HP	
1841481	Seriola lalandi dorsalis	Yellowtail amberjack	sldorsalis	Sedor1	GO:MF, GO:CC, GO:BP, KEGG, HP	
4182	Sesamum indicum	Sesamum indicum	sindicum	S_indicum_v1.0	GO:MF, GO:CC, GO:BP	
48799	Setaria digitata	Setaria digitata (PRJNA479729)	sedigiprjna479729	ASM364038v1 (2020-04-WormBase)	GO:MF, GO:CC, GO:BP	
4555	Setaria italica	Setaria italica	sitalica	Setaria_italica_v2.0	GO:MF, GO:CC, GO:BP, KEGG	
4556	Setaria viridis	Setaria viridis	sviridis	Setaria_viridis_v2.0	GO:MF, GO:CC, GO:BP	
75366	Sinocyclocheilus grahami	Golden-line barbel	sgrahami	SAMN03320097.WGS_v1.1	GO:MF, GO:CC, GO:BP, HP	
143950	Sipha flava	Sipha flava (LNK) - GCA_003268045.1	sfgca003268045v1	YSA_version1	GO:MF, GO:CC, GO:BP	
241478	Soboliphyme baturini	Soboliphyme baturini (PRJEB516)	sobatuprjeb516	S_baturini_Dall_Island_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
4081	Solanum lycopersicum	Solanum lycopersicum	slycopersicum	SL3.0	GO:MF, GO:CC, GO:BP, KEGG	
4113	Solanum tuberosum	Solanum tuberosum	stuberosum	SolTub_3.0	GO:MF, GO:CC, GO:BP, KEGG	
13686	Solenopsis invicta	Solenopsis invicta (M01_SB)	sinvicta	UNIL_Sinv_3.0	GO:MF, GO:CC, GO:BP, KEGG	
42254	Sorex araneus	Shrew	saraneus	sorAra1	GO:MF, GO:CC, GO:BP, HP	
4558	Sorghum bicolor	Sorghum bicolor	sbicolor	Sorghum_bicolor_NCBIv3	GO:MF, GO:CC, GO:BP, KEGG	
8175	Sparus aurata	Gilthead seabream	saurata	fSpaAur1.1	GO:MF, GO:CC, GO:BP, HP	
8508	Sphenodon punctatus	Tuatara	spunctatus	ASM311381v1	GO:MF, GO:CC, GO:BP, HP	
99802	Spirometra erinaceieuropaei	Spirometra erinaceieuropaei (PRJEB1202)	sperinprjeb1202	S_erinaceieuropaei (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
999809	Sporisorium reilianum SRZ2	Sporisorium reilianum	sreilianum	ASM23024v1	GO:MF, GO:CC, GO:BP	
144197	Stegastes partitus	Bicolor damselfish	spartitus	Stegastes_partitus-1.0.2	GO:MF, GO:CC, GO:BP, HP	
407821	Stegodyphus mimosarum	Stegodyphus mimosarum	smimosarum	Stegodyphus_mimosarum_v1	GO:MF, GO:CC, GO:BP	
34508	Steinernema carpocapsae	Steinernema carpocapsae (PRJNA202318)	stcarpprjna202318	ASM75764v3 (2020-04-WormBase)	GO:MF, GO:CC, GO:BP	
34508	Steinernema carpocapsae	Steinernema carpocapsae (v1 PRJNA202318)	stcav1prjna202318	S_carpo_v1_submitted (2014-12-WormBase)	GO:MF, GO:CC, GO:BP	
52066	Steinernema feltiae	Steinernema feltiae (PRJNA204661)	stfeltprjna204661	S_felt_v1_submitted (2014-12-WormBase)	GO:MF, GO:CC, GO:BP	
52066	Steinernema feltiae	Steinernema feltiae (PRJNA353610)	stfeltprjna353610	S_feltiae_NW_1.0 (2020-04-WormBase)	GO:MF, GO:CC, GO:BP	
37863	Steinernema glaseri	Steinernema glaseri (PRJNA204943)	stglasprjna204943	S_glas_v1_submitted (2014-12-WormBase)	GO:MF, GO:CC, GO:BP	
90984	Steinernema monticolum	Steinernema monticolum (PRJNA205067)	stmontprjna205067	S_monti_v1_submitted (2014-12-WormBase)	GO:MF, GO:CC, GO:BP	
90986	Steinernema scapterisci	Steinernema scapterisci (PRJNA204942)	stscapprjna204942	S_scapt_v1_submitted (2014-12-WormBase)	GO:MF, GO:CC, GO:BP	
35570	Stomoxys calcitrans	Stomoxys calcitrans	scalcitrans	ScalU1	GO:MF, GO:CC, GO:BP	
126957	Strigamia maritima	Strigamia maritima	smaritima	Smar1	GO:MF, GO:CC, GO:BP	
2489341	Strigops habroptila	Kakapo	shabroptila	bStrHab1_v1.p	GO:MF, GO:CC, GO:BP, HP	
7668	Strongylocentrotus purpuratus	Strongylocentrotus purpuratus (Spur 01)	spurpuratus	Spur_5.0	GO:MF, GO:CC, GO:BP, KEGG	
174720	Strongyloides papillosus	Strongyloides papillosus (PRJEB525)	stpapiprjeb525	S_papillosus_LIN_v2_1_4 (2015-05-WormBase)	GO:MF, GO:CC, GO:BP	
34506	Strongyloides ratti	Strongyloides ratti (PRJEB125)	sratti	S_ratti_ED321_v5_0_4	GO:MF, GO:CC, GO:BP	
34506	Strongyloides ratti	Strongyloides ratti (PRJEB125) [WS282]	strattprjeb125	S_ratti_ED321_v5_0_4 (WS279)	GO:MF, GO:CC, GO:BP	
6248	Strongyloides stercoralis	Strongyloides stercoralis (PRJEB528)	ststerprjeb528	S_stercoralis_PV0001_v2_0_4 (2022-01-WormBase)	GO:MF, GO:CC, GO:BP	
75913	Strongyloides venezuelensis	Strongyloides venezuelensis (PRJEB530)	stveneprjeb530	S_venezuelensis_HH1 (2015-05-WormBase)	GO:MF, GO:CC, GO:BP	
40348	Strongylus vulgaris	Strongylus vulgaris (PRJEB531)	stvulgprjeb531	S_vulgaris_Kentucky_0011_upd (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	
441894	Struthio camelus australis	African ostrich	scaustralis	ASM69896v1	GO:MF, GO:CC, GO:BP, HP	
50429	Stylophora pistillata	Stylophora pistillata (CSM Monaco) - GCA_002571385.1	spgca002571385v1	Stylophora_pistillata_v1	GO:MF, GO:CC, GO:BP	
9823	Sus scrofa	Pig - Bamei	ssbamei	Bamei_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Berkshire	ssberkshire	Berkshire_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Duroc	sscrofa	Sscrofa11.1	GO:MF, GO:CC, GO:BP, KEGG, MIRNA, HP, WP	
9823	Sus scrofa	Pig - Hampshire	sshampshire	Hampshire_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Jinhua	ssjinhua	Jinhua_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Landrace	sslandrace	Landrace_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Largewhite	sslargewhite	Large_White_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Meishan	ssmeishan	Meishan_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Pietrain	sspietrain	Pietrain_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Rongchang	ssrongchang	Rongchang_pig_v1	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Tibetan	sstibetan	Tibetan_Pig_v2	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig USMARC	ssusmarc	USMARCv1.0	GO:MF, GO:CC, GO:BP, KEGG	
9823	Sus scrofa	Pig - Wuzhishan	sswuzhishan	minipig_v1.0	GO:MF, GO:CC, GO:BP, KEGG	
451379	Syphacia muris	Syphacia muris (PRJEB524)	symuriprjeb524	S_muris_Valencia_v1_0_4 (2019-01-WormBase)	GO:MF, GO:CC, GO:BP	
60517	Taenia asiatica	Taenia asiatica (PRJEB532)	taasiaprjeb532	T_asiatica_South_Korea_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
60517	Taenia asiatica	Taenia asiatica (PRJNA299871)	taasiaprjna299871	Taenia_asiatica_TASYD01_v1 (2016-10-WormBase)	GO:MF, GO:CC, GO:BP	
94034	Taenia multiceps	Taenia multiceps (PRJNA307624)	tamultprjna307624	ASM192302v3 (2018-09-WormBase)	GO:MF, GO:CC, GO:BP	
6206	Taenia saginata	Taenia saginata (PRJNA71493)	tasagiprjna71493	ASM169307v2 (2016-10-WormBase)	GO:MF, GO:CC, GO:BP	
6204	Taenia solium	Taenia solium (PRJNA170813)	tasoliprjna170813	Tsolium_Mexico_v1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
59729	Taeniopygia guttata	Zebra finch	tguttata	bTaeGut1_v1.p	GO:MF, GO:CC, GO:BP, KEGG, MIRNA, HP	
31033	Takifugu rubripes	Fugu	trubripes	fTakRub1.2	GO:MF, GO:CC, GO:BP, KEGG, HP	
45464	Teladorsagia circumcincta	Teladorsagia circumcincta (PRJNA72569)	tecircprjna72569	T_circumcincta.14.0.ec.cg.pg (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
139649	Teleopsis dalmanni	Teleopsis dalmanni (2A)	tdalmanni	GCA002237135v2	GO:MF, GO:CC, GO:BP	
2587831	Terrapene carolina triunguis	Three-toed box turtle	tctriunguis	T_m_triunguis-2.0	GO:MF, GO:CC, GO:BP, HP	
312017	Tetrahymena thermophila SB210	Tetrahymena thermophila	tthermophila	JCVI-TTA1-2.2	GO:MF, GO:CC, GO:BP, KEGG	
32264	Tetranychus urticae	Tetranychus urticae	turticae	ASM23943v1	GO:MF, GO:CC, GO:BP, KEGG	
99883	Tetraodon nigroviridis	Tetraodon	tnigroviridis	TETRAODON 8.0	GO:MF, GO:CC, GO:BP, KEGG, HP	
296543	Thalassiosira pseudonana CCMP1335	Thalassiosira pseudonana	tpseudonana	ASM14940v2	GO:MF, GO:CC, GO:BP, KEGG	
103827	Thelazia callipaeda	Thelazia callipaeda (PRJEB1205)	thcallprjeb1205	T_callipaeda_Ticino_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
669202	Thelohanellus kitauei	Thelohanellus kitauei	tkitauei	ASM82789v1	GO:MF, GO:CC, GO:BP	
3641	Theobroma cacao	Theobroma cacao Belizian Criollo B97-61/B2	tccriollo	Criollo_cocoa_genome_V2	GO:MF, GO:CC, GO:BP, KEGG	
3641	Theobroma cacao	Theobroma cacao Matina 1-6	tcacao	Theobroma_cacao_20110822	GO:MF, GO:CC, GO:BP	
6832	Tigriopus californicus	Tigriopus californicus (San Diego)	tcgca007210705	Tcal_SD_v2.1	GO:MF, GO:CC, GO:BP	
6265	Toxocara canis	Toxocara canis (PRJEB533)	tocaniprjeb533	T_canis_Equador_0011_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
6265	Toxocara canis	Toxocara canis (PRJNA248777)	tocaniprjna248777	Toxocara_canis_adult_r1.0 (2016-04-WormBase)	GO:MF, GO:CC, GO:BP	
508771	Toxoplasma gondii ME49	Toxoplasma gondii ME49	tgondii	TGA4	GO:MF, GO:CC, GO:BP, KEGG	
88556	Trialeurodes vaporariorum	Trialeurodes vaporariorum (IVF)	tvgca011764245	GCA011764245v1	GO:MF, GO:CC, GO:BP	
7070	Tribolium castaneum	Tribolium castaneum	tcastaneum	Tcas5.2	GO:MF, GO:CC, GO:BP, KEGG	
45882	Trichinella britovi	Trichinella britovi (PRJNA257433)	trbritprjna257433	T3_ISS120_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
144512	Trichinella murrelli	Trichinella murrelli (PRJNA257433)	trmurrprjna257433	T5_ISS417_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6335	Trichinella nativa	Trichinella nativa (PRJNA179527)	trnatiprjna179527	T_nativa_rf_gd (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
6335	Trichinella nativa	Trichinella nativa (PRJNA257433)	trnatiprjna257433	T2_ISS10_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6336	Trichinella nelsoni	Trichinella nelsoni (PRJNA257433)	trnelsprjna257433	T7_ISS37_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
268474	Trichinella papuae	Trichinella papuae (PRJNA257433)	trpapuprjna257433	T10_ISS1980_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
990121	Trichinella patagoniensis	Trichinella patagoniensis (PRJNA257433)	trpataprjna257433	T12_ISS2496_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6337	Trichinella pseudospiralis	Trichinella pseudospiralis (ISS13 PRJNA257433)	iss13prjna257433	T4_ISS13_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6337	Trichinella pseudospiralis	Trichinella pseudospiralis (ISS141 PRJNA257433)	iss141prjna257433	T4_ISS141_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6337	Trichinella pseudospiralis	Trichinella pseudospiralis (ISS176 PRJNA257433)	iss176prjna257433	T4_ISS176_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6337	Trichinella pseudospiralis	Trichinella pseudospiralis (ISS470 PRJNA257433)	iss470prjna257433	T4_ISS470_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6337	Trichinella pseudospiralis	Trichinella pseudospiralis (ISS588 PRJNA257433)	iss588prjna257433	T4_ISS588_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
6334	Trichinella spiralis	Trichinella spiralis (PRJNA12603)	trspirprjna12603	Trichinella_spiralis-3.7.1 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	
6334	Trichinella spiralis	Trichinella spiralis (PRJNA257433)	trspirprjna257433	T1_ISS3_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP, KEGG	
6334	Trichinella spiralis	Trichinella spiralis	tspiralis	Tspiralis1	GO:MF, GO:CC, GO:BP, KEGG	
92179	Trichinella sp. T6	Trichinella sp. T6 (PRJNA257433)	trt6prjna257433	T6_ISS34_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
92180	Trichinella sp. T8	Trichinella sp. T8 (PRJNA257433)	trt8prjna257433	T8_ISS272_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
181606	Trichinella sp. T9	Trichinella sp. T9 (PRJNA257433)	trt9prjna257433	T9_ISS409_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
268475	Trichinella zimbabwensis	Trichinella zimbabwensis (PRJNA257433)	trzimbprjna257433	T11_ISS1029_r1.0 (2016-05-WormBase)	GO:MF, GO:CC, GO:BP	
157069	Trichobilharzia regenti	Trichobilharzia regenti (PRJEB4662)	trregeprjeb4662	T_regenti_v1_0_4_001_upd (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
431241	Trichoderma reesei QM6a	Trichoderma reesei	treesei	v2.0	GO:MF, GO:CC, GO:BP, KEGG	
413071	Trichoderma virens Gv29-8	Trichoderma virens	tvirens	ASM17099v1	GO:MF, GO:CC, GO:BP	
7493	Trichogramma pretiosum	Trichogramma pretiosum (Unisexual culture from Peru) - GCA_000599845.3	tpgca000599845v3	Tpre_2.0	GO:MF, GO:CC, GO:BP	
10228	Trichoplax adhaerens	Trichoplax adhaerens	tadhaerens	ASM15027v1	GO:MF, GO:CC, GO:BP, KEGG	
70415	Trichuris muris	Trichuris muris (PRJEB126)	tmuris	TMUE3.0	GO:MF, GO:CC, GO:BP	
70415	Trichuris muris	Trichuris muris (PRJEB126) [WS282]	trmuriprjeb126	TMUE3.0 (WS279)	GO:MF, GO:CC, GO:BP	
68888	Trichuris suis	Trichuris suis (PRJNA179528)	trsuisprjna179528	T_suis_1.0.allpaths (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
68888	Trichuris suis	Trichuris suis (PRJNA208415 - male)	trsuisprjna208415	Tsuis_adult_male_v1.0 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
68888	Trichuris suis	Trichuris suis (PRJNA208416 - female)	trsuisprjna208416	Tsuis_adult_female_1.0 (2014-05-WormBase)	GO:MF, GO:CC, GO:BP	
36087	Trichuris trichiura	Trichuris trichiura (PRJEB535)	trtricprjeb535	TTRE2.1 (2014-06-50HGPpatch)	GO:MF, GO:CC, GO:BP	
57577	Trifolium pratense	Trifolium pratense	tpratense	Trpr	GO:MF, GO:CC, GO:BP	
4565	Triticum aestivum	Triticum aestivum Arinalrfor	taarinalrfor	PGSBv2.0_Arinalrfor	GO:MF, GO:CC, GO:BP	
4565	Triticum aestivum	Triticum aestivum Cadenza	tacadenza	TGAC_cadenza	GO:MF, GO:CC, GO:BP	
4565	Triticum aestivum	Triticum aestivum Claire	taclaire	TGAC_paragon	GO:MF, GO:CC, GO:BP	
